DOM Element Count,Legislation Section URL,volume,Chapter,Part,Divison,Subdivision
60,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623035,,Part IVThe importation of goods,Division 1 Prohibited imports,50  Prohibition of the importation of goods
61,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623036,,Part IVThe importation of goods,Division 1 Prohibited imports,51  Prohibited imports
62,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623037,,Part IVThe importation of goods,Division 1 Prohibited imports,51 A  Certain controlled substances taken to be prohibited imports
63,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623038,,Part IVThe importation of goods,Division 1 Prohibited imports,52  Invalidation of licence permission etc for false or misleading information
64,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623039,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,
65,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623040,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,58  Ships and aircraft to enter ports or airports
66,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623041,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,58 A  Direct journeys between installations and external places prohibited
67,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623042,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,58 B  Direct journeys between certain resources installations and external places prohibited
68,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623043,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,60  Boarding stations
69,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623044,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,61  Facility for boarding
70,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623045,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,61 A  Owner or operator of port etc to facilitate boarding
71,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623046,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,62  Ships to come quickly to place of unlading
72,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623047,,Part IVThe importation of goods,Division 2 The boarding of ships and aircraft,63  Ship or aircraft not to be moved without authority
73,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623048,,Part IVThe importation of goods,Division 3 The report of the cargo,
74,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623049,,Part IVThe importation of goods,Division 3 The report of the cargo,Subdivision AGeneral reporting requirements
75,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623050,,Part IVThe importation of goods,Division 3 The report of the cargo,63 A  Definitions
76,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623051,,Part IVThe importation of goods,Division 3 The report of the cargo,64  Impending arrival report
77,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623052,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AA  Arrival report
78,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623053,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AAA  Report of stores and prohibited goods
79,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623054,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AAB  Notifying Department of particulars of cargo reporters
80,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623055,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AAC  Report to Department of persons engaged to unload cargo
81,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623056,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AB  Cargo reports
82,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623057,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ABAA  Outturn reports
83,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623058,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ABAB  When outturn report is to be communicated to Department
84,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623059,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ABAC  Explanation of shortlanded or surplus cargo
85,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623060,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ACA  Passenger reports
86,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623061,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ACB  Crew reports
87,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623062,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ACC  Information does not have to be reported if it has already been reported under the Migration Act 1958
88,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623063,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ACD  Offence for failure to comply
89,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623064,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ACE  Communication of reports
90,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623065,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ADAA  Requirements for communicating to Department electronically
91,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623066,,Part IVThe importation of goods,Division 3 The report of the cargo,64 ADA  Disclosure of cargo reports to port authorities
92,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623067,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AE  Obligation to answer questions and produce documents
93,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623068,,Part IVThe importation of goods,Division 3 The report of the cargo,64 AF  Obligation to provide access to passenger information
94,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623069,,Part IVThe importation of goods,Division 3 The report of the cargo,64 A  Ships or aircraft arriving at certain places
95,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623070,,Part IVThe importation of goods,Division 3 The report of the cargo,65  Master or pilot of wrecked ship or aircraft to report
96,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623071,,Part IVThe importation of goods,Division 3 The report of the cargo,66  Goods derelict to be delivered to officer
97,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623072,,Part IVThe importation of goods,Division 3 The report of the cargo,67  Interference with derelict goods
98,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623073,,Part IVThe importation of goods,Division 3 The report of the cargo,Subdivision CThe registration rights and obligations of special reporters
99,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623074,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EA  Special reporters
100,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623075,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EB  Requirements for registration as a special reporter
101,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623076,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EC  The making of an application
102,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623077,,Part IVThe importation of goods,Division 3 The report of the cargo,67 ED  Consideration of the application
103,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623078,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EE  Basic conditions attaching to registration as a special reporter
104,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623079,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EF  Storage and record maintenance conditions
105,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623080,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EG  Special mail order house condition
106,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623081,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EH  Further conditions may be imposed by regulations
107,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623082,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EI  Breach of conditions of registration
108,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623083,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EJ  Duration of registration
109,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623084,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EK  Renewal of registration
110,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623085,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EL  Comptroller General of Customs to allocate a special identifying code for each special reporter
111,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623086,,Part IVThe importation of goods,Division 3 The report of the cargo,67 EM  Cancellation of registration as special reporter
112,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623087,,Part IVThe importation of goods,Division 3 The report of the cargo,Subdivision ERegistering re mail reporters
113,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623088,,Part IVThe importation of goods,Division 3 The report of the cargo,67 F  Applying to be a re mail reporter
114,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623089,,Part IVThe importation of goods,Division 3 The report of the cargo,67 G  Registering re mail reporters
115,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623090,,Part IVThe importation of goods,Division 3 The report of the cargo,67 H  Fit and proper person test
116,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623091,,Part IVThe importation of goods,Division 3 The report of the cargo,67 I  Obligation of re mail reporters to notify Comptroller General of Customs of certain matters
117,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623092,,Part IVThe importation of goods,Division 3 The report of the cargo,67 J  Varying etc conditions of registration
118,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623093,,Part IVThe importation of goods,Division 3 The report of the cargo,67 K  Cancelling the registration of a re mail reporter
119,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623094,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,
120,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623095,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,Subdivision APreliminary
121,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623096,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,68  Entry of imported goods
122,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623097,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,68 A  Goods imported for transhipment
123,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623098,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,69  Like customable goods and excise equivalent goods
124,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623099,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,70  Special clearance goods
125,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623100,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71  Information and grant of authority to deal with goods not required to be entered
126,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623101,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,Subdivision AAInformation and grant of authority to deal with Subdivision AA goods
127,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623102,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71 AAAA  Meaning of Subdivision AA goods
128,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623103,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71 AAAB  Report and grant of authority to deal with Subdivision AA goods
129,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623104,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71 AAAC  Suspension of authority to deal with Subdivision AA goods
130,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623105,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,Subdivision ABInformation and grant of authority to deal with specified low value goods
131,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623106,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71 AAAD  Meaning of specified low value goods
132,https://www.legislation.gov.au/C1901A00006/2024-07-01/2024-07-01/text/original/epub/OEBPS/document_1/document_1.html#_Toc172623107,,Part IVThe importation of goods,Division 4 The entry unshipment landing and examination of goods,71 AAAE  Regulations
